"","ID1","DataType","ExptNumber","MouseID","strainName","sex","Date","birthDate","ExptDoneBy","Age(wks)","BodyWeight","DrugBottleStartWeight","WaterBottleStartWeight","DrugBottleEndWeight","WaterBottleEndWeight","MeasureDays","d7","d8","d9","d10","d11","d12","d13","Drug","DrugDose","DoseUnits","d14","d15","d16","d17","d18","d19","d20","d21","d22","d23","d24","d25","mg/kg formula check","MouseIDDateMaster","MouseIDDateMDTStatic","MouseIDDateQC","coatColor","origin","Group","nickname","SucrosePreference","OralMethPreference","DrugVolConsumed","WaterVolConsumed","DrugPreferenceScore","DrugMassConsumed","TestNumber"
"538",22625,"Oral methamphetamine","SUC0058","026332","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-11,"7/29/2023 0:00:00","Marina",10.57,27,81.2,76.6,74.8,75.7,2,NA,NA,NA,NA,NA,NA,"Day 3-5","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224954.08,"026332_10/11/2023","026332_10/11/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",6.40000000000001,0.900000000000006,0.876712328767123,0.00237037037037037,2
"539",22645,"Oral methamphetamine","SUC0058","026332","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-13,"7/29/2023 0:00:00","Marina",10.85,27.1,83.2,75.7,82.1,68.6,2,NA,NA,NA,NA,NA,NA,"Day 5-7","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252056.07,"026332_10/13/2023","026332_10/13/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.09999999999999,7.09999999999999,0.134146341463414,0.000811808118081177,3
"540",22665,"Oral methamphetamine","SUC0058","026332","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-15,"7/29/2023 0:00:00","Marina",11.14,27.6,82.1,68.6,75.8,67.3,2,NA,NA,NA,NA,NA,NA,"Day 7-9","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225477.53,"026332_10/15/2023","026332_10/15/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",6.30000000000001,1.30000000000001,0.828947368421052,0.00456521739130436,4
"541",22685,"Oral methamphetamine","SUC0058","026332","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-17,"7/29/2023 0:00:00","Marina",11.42,27,83,82.6,82.1,76.3,2,NA,NA,NA,NA,NA,NA,"Day 9-11","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252381.47,"026332_10/17/2023","026332_10/17/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",0.899999999999991,6.30000000000001,0.124999999999999,0.00133333333333332,5
"542",22705,"Oral methamphetamine","SUC0058","026332","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-19,"7/29/2023 0:00:00","Marina",11.71,27.8,82.1,76.3,76.5,75.3,2,NA,NA,NA,NA,NA,NA,"Day 11-13","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225922.66,"026332_10/19/2023","026332_10/19/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",5.60000000000001,1,0.848484848484849,0.00805755395683454,6
"543",22606,"Oral methamphetamine","SUC0058","026333","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-09,"7/29/2023 0:00:00","Marina",10.28,27.3,84.7,83.3,83.6,77.6,2,NA,NA,NA,NA,NA,NA,"Day 1-3","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259374.34,"026333_10/9/2023","026333_10/9/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.09999999999999,5.69999999999999,0.161764705882353,0.000402930402930401,1
"544",22626,"Oral methamphetamine","SUC0058","026333","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-11,"7/29/2023 0:00:00","Marina",10.57,27.5,83.6,77.6,81.5,73.1,2,NA,NA,NA,NA,NA,NA,"Day 3-5","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247759.99,"026333_10/11/2023","026333_10/11/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2.10000000000001,4.5,0.318181818181819,0.000763636363636367,2
"545",22646,"Oral methamphetamine","SUC0058","026333","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-13,"7/29/2023 0:00:00","Marina",10.85,27.7,82.4,73.1,80.4,68.1,2,NA,NA,NA,NA,NA,NA,"Day 5-7","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239168.24,"026333_10/13/2023","026333_10/13/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2,5.00000000000001,0.285714285714285,0.00144404332129964,3
"546",22666,"Oral methamphetamine","SUC0058","026333","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-15,"7/29/2023 0:00:00","Marina",11.14,27.5,80.4,68.1,78,63.2,2,NA,NA,NA,NA,NA,NA,"Day 7-9","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228043.64,"026333_10/15/2023","026333_10/15/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2.40000000000001,4.89999999999999,0.328767123287672,0.00174545454545455,4
"547",22686,"Oral methamphetamine","SUC0058","026333","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-17,"7/29/2023 0:00:00","Marina",11.42,27.8,81.2,82.4,79.9,77.4,2,NA,NA,NA,NA,NA,NA,"Day 9-11","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233376.98,"026333_10/17/2023","026333_10/17/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.3,5,0.206349206349206,0.0018705035971223,5
"548",22706,"Oral methamphetamine","SUC0058","026333","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-19,"7/29/2023 0:00:00","Marina",11.71,27.8,79.9,77.4,78.8,71.9,2,NA,NA,NA,NA,NA,NA,"Day 11-13","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226479.16,"026333_10/19/2023","026333_10/19/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.10000000000001,5.5,0.166666666666668,0.00158273381294965,6
"549",22607,"Oral methamphetamine","SUC0058","026334","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-09,"7/29/2023 0:00:00","Marina",10.28,26,83.7,81.3,82.7,74.7,2,NA,NA,NA,NA,NA,NA,"Day 1-3","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266230.35,"026334_10/9/2023","026334_10/9/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1,6.59999999999999,0.131578947368421,0.000384615384615385,1
"550",22627,"Oral methamphetamine","SUC0058","026334","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-11,"7/29/2023 0:00:00","Marina",10.57,26.3,82.7,74.7,77.7,71.2,2,NA,NA,NA,NA,NA,NA,"Day 3-5","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244326.6,"026334_10/11/2023","026334_10/11/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",5,3.5,0.588235294117647,0.00190114068441065,2
"551",22647,"Oral methamphetamine","SUC0058","026334","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-13,"7/29/2023 0:00:00","Marina",10.85,26.2,83.5,71.2,81.4,65.2,2,NA,NA,NA,NA,NA,NA,"Day 5-7","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259423.65,"026334_10/13/2023","026334_10/13/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2.09999999999999,6,0.259259259259259,0.0016030534351145,3
"552",22667,"Oral methamphetamine","SUC0058","026334","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-15,"7/29/2023 0:00:00","Marina",11.14,26.7,81.4,65.2,80.1,58.3,2,NA,NA,NA,NA,NA,NA,"Day 7-9","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244199.99,"026334_10/15/2023","026334_10/15/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.3,6.9,0.158536585365853,0.000973782771535578,4
"553",22687,"Oral methamphetamine","SUC0058","026334","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-17,"7/29/2023 0:00:00","Marina",11.42,26.9,82.6,82,81.7,74.9,2,NA,NA,NA,NA,NA,NA,"Day 9-11","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250870.61,"026334_10/17/2023","026334_10/17/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",0.900000000000006,7.09999999999999,0.112500000000001,0.00133828996282529,5
"554",22707,"Oral methamphetamine","SUC0058","026334","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-19,"7/29/2023 0:00:00","Marina",11.71,27.3,81.7,74.9,79.8,69.3,2,NA,NA,NA,NA,NA,NA,"Day 11-13","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238815.39,"026334_10/19/2023","026334_10/19/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.90000000000001,5.60000000000001,0.253333333333334,0.00278388278388279,6
"555",22608,"Oral methamphetamine","SUC0058","026335","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-09,"7/29/2023 0:00:00","Marina",10.28,25.5,83.7,84.2,82.4,78.9,2,NA,NA,NA,NA,NA,NA,"Day 1-3","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270465.87,"026335_10/9/2023","026335_10/9/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.3,5.3,0.196969696969697,0.000509803921568626,1
"556",22628,"Oral methamphetamine","SUC0058","026335","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-11,"7/29/2023 0:00:00","Marina",10.57,25.4,82.4,78.9,77.2,76.9,2,NA,NA,NA,NA,NA,NA,"Day 3-5","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250444.08,"026335_10/11/2023","026335_10/11/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",5.2,2,0.722222222222222,0.00204724409448819,2
"557",22648,"Oral methamphetamine","SUC0058","026335","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-13,"7/29/2023 0:00:00","Marina",10.85,25.5,84.3,76.9,81.8,72.7,2,NA,NA,NA,NA,NA,NA,"Day 5-7","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270421.2,"026335_10/13/2023","026335_10/13/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2.5,4.2,0.373134328358209,0.00196078431372549,3
"558",22668,"Oral methamphetamine","SUC0058","026335","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-15,"7/29/2023 0:00:00","Marina",11.14,25.3,81.8,72.7,76.6,70.7,2,NA,NA,NA,NA,NA,NA,"Day 7-9","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247663.24,"026335_10/15/2023","026335_10/15/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",5.19999999999999,2,0.722222222222222,0.00411067193675888,4
"559",22688,"Oral methamphetamine","SUC0058","026335","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-17,"7/29/2023 0:00:00","Marina",11.42,25.2,82.3,83.3,79.8,78.3,2,NA,NA,NA,NA,NA,NA,"Day 9-11","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260616.67,"026335_10/17/2023","026335_10/17/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2.5,5,0.333333333333333,0.00396825396825397,5
"560",22708,"Oral methamphetamine","SUC0058","026335","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-19,"7/29/2023 0:00:00","Marina",11.71,25.7,79.8,78.3,74.9,76.3,2,NA,NA,NA,NA,NA,NA,"Day 11-13","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232568.88,"026335_10/19/2023","026335_10/19/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",4.89999999999999,2,0.710144927536231,0.00762645914396886,6
"561",22609,"Oral methamphetamine","SUC0058","026336","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-09,"7/29/2023 0:00:00","Marina",10.28,24.4,84.2,86.7,82.5,83,2,NA,NA,NA,NA,NA,NA,"Day 1-3","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284692.6,"026336_10/9/2023","026336_10/9/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.7,3.7,0.314814814814815,0.000696721311475411,1
"562",22629,"Oral methamphetamine","SUC0058","026336","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-11,"7/29/2023 0:00:00","Marina",10.57,24.4,82.5,83,79.3,80.9,2,NA,NA,NA,NA,NA,NA,"Day 3-5","Methamphetamine drinking","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268125.02,"026336_10/11/2023","026336_10/11/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",3.2,2.09999999999999,0.603773584905661,0.00131147540983607,2
"563",22649,"Oral methamphetamine","SUC0058","026336","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-13,"7/29/2023 0:00:00","Marina",10.85,24.3,83.5,80.9,81.5,76.6,2,NA,NA,NA,NA,NA,NA,"Day 5-7","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280051.44,"026336_10/13/2023","026336_10/13/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2,4.3,0.317460317460318,0.00164609053497942,3
"564",22669,"Oral methamphetamine","SUC0058","026336","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-15,"7/29/2023 0:00:00","Marina",11.14,24.6,81.5,76.6,78.2,74.3,2,NA,NA,NA,NA,NA,NA,"Day 7-9","Methamphetamine drinking","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259077.22,"026336_10/15/2023","026336_10/15/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",3.3,2.30000000000001,0.589285714285713,0.00268292682926829,4
"565",22689,"Oral methamphetamine","SUC0058","026336","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-17,"7/29/2023 0:00:00","Marina",11.42,24.6,82.4,74.3,80.9,69.7,2,NA,NA,NA,NA,NA,NA,"Day 9-11","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270982.11,"026336_10/17/2023","026336_10/17/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.5,4.59999999999999,0.245901639344263,0.0024390243902439,5
"566",22709,"Oral methamphetamine","SUC0058","026336","B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well","M",2023-10-19,"7/29/2023 0:00:00","Marina",11.71,24.8,80.9,81.3,79.5,76.5,2,NA,NA,NA,NA,NA,NA,"Day 11-13","Methamphetamine drinking","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259336.71,"026336_10/19/2023","026336_10/19/2023","yes","","Kumar Lab","","KCNH3","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.40000000000001,4.8,0.225806451612904,0.00225806451612904,6
"567",23707,"Oral methamphetamine","SUC0065","026497","B6NJ-Ptpru-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-11-06,"8/2/2023 0:00:00","Marina_Misty",13.71,24.1,84,73.8,79.6,71.1,2,NA,NA,NA,NA,NA,NA,"Day 1-3","Methamphetamine Drinking ","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277443.97,"026497_11/6/2023","026497_11/6/2023","yes","","Kumar Lab","","Ptpru","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",4.39999999999999,2.69999999999999,0.619718309859155,0.00182572614107883,1
"568",23737,"Oral methamphetamine","SUC0065","026497","B6NJ-Ptpru-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-11-08,"8/2/2023 0:00:00","Marina_Misty",14,24.8,79.6,71.1,78.1,65.4,2,NA,NA,NA,NA,NA,NA,"Day 3-5","Methamphetamine Drinking ","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250675.8,"026497_11/8/2023","026497_11/8/2023","yes","","Kumar Lab","","Ptpru","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.5,5.7,0.208333333333333,0.000604838709677419,2
"569",23767,"Oral methamphetamine","SUC0065","026497","B6NJ-Ptpru-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-11-10,"8/2/2023 0:00:00","Marina_Misty",14.28,24.8,83.5,83.7,78.5,82.8,2,NA,NA,NA,NA,NA,NA,"Day 5-7","Methamphetamine Drinking ","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264304.44,"026497_11/10/2023","026497_11/10/2023","yes","","Kumar Lab","","Ptpru","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",5,0.900000000000006,0.847457627118643,0.00403225806451613,3
"570",23797,"Oral methamphetamine","SUC0065","026497","B6NJ-Ptpru-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-11-12,"8/2/2023 0:00:00","Marina_Misty",14.57,23.6,78.5,82.8,75.4,79.4,2,NA,NA,NA,NA,NA,NA,"Day 7-9","Methamphetamine Drinking ","40","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250800.83,"026497_11/12/2023","026497_11/12/2023","yes","","Kumar Lab","","Ptpru","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",3.09999999999999,3.39999999999999,0.476923076923077,0.00262711864406779,4
"571",23827,"Oral methamphetamine","SUC0065","026497","B6NJ-Ptpru-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-11-14,"8/2/2023 0:00:00","Marina_Misty",14.85,24.7,83.3,79.4,80.7,74.4,2,NA,NA,NA,NA,NA,NA,"Day 9-11","Methamphetamine Drinking ","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272158.29,"026497_11/14/2023","026497_11/14/2023","yes","","Kumar Lab","","Ptpru","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2.59999999999999,5,0.342105263157894,0.00421052631578946,5
"572",23857,"Oral methamphetamine","SUC0065","026497","B6NJ-Ptpru-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-11-16,"8/2/2023 0:00:00","Marina_Misty",15.14,24.5,80.7,74.4,78.5,70,2,NA,NA,NA,NA,NA,NA,"Day 11-13","Methamphetamine Drinking ","80","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258569.37,"026497_11/16/2023","026497_11/16/2023","yes","","Kumar Lab","","Ptpru","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2.2,4.40000000000001,0.333333333333333,0.00359183673469388,6
"573",23708,"Oral methamphetamine","SUC0065","026498","B6NJ-Ptpru-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-11-06,"8/2/2023 0:00:00","Marina_Misty",13.71,21.4,84.8,73.3,82.8,66.7,2,NA,NA,NA,NA,NA,NA,"Day 1-3","Methamphetamine Drinking ","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328104.69,"026498_11/6/2023","026498_11/6/2023","yes","","Kumar Lab","","Ptpru","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",2,6.59999999999999,0.232558139534884,0.000934579439252336,1
"574",23738,"Oral methamphetamine","SUC0065","026498","B6NJ-Ptpru-/- Cyfip2-S968F<J> Hom Breed Well","F",2023-11-08,"8/2/2023 0:00:00","Marina_Misty",14,21.5,82.8,66.7,81.2,60.4,2,NA,NA,NA,NA,NA,NA,"Day 3-5","Methamphetamine Drinking ","20","mg_L","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312714.41,"026498_11/8/2023","026498_11/8/2023","yes","","Kumar Lab","","Ptpru","SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice","OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine",1.59999999999999,6.3,0.20253164556962,0.000744186046511625,2
