ID1	DataType	ExptNumber	MouseID	strainName	sex	Date	birthDate	ExptDoneBy	Age.wks.	BodyWeight	DrugBottleStartWeight	WaterBottleStartWeight	DrugBottleEndWeight	WaterBottleEndWeight	MeasureDays	d7	d8	d9	d10	d11	d12	d13	Drug	DrugDose	DoseUnits	d14	d15	d16	d17	d18	d19	d20	d21	d22	d23	d24	d25	mg.kg.formula.check	MouseIDDateMaster	MouseIDDateMDTStatic	MouseIDDateQC	coatColor	origin	Group	nickname	SucrosePreference	OralMethPreference	DrugVolConsumed	WaterVolConsumed	DrugPreferenceScore	DrugMassConsumed	TestNumber
22557	Sucrose	SUC0057	026141	B6NJ-Strn3+/- Cyfip2-S968F<J> H Lethal	M	2023-10-01T00:00:00Z	7/24/2023 0:00:00	Marina	9.85	26	83.2	80.5	77.9	78.7	2							Day 5-7	Sucrose Drinking	0.5	percent	""	""											249279.99	026141_10/1/2023	026141_10/1/2023	yes	""	Kumar Lab	""	Strn3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	5.3	1.8	0.746478873239437	5.09615384615384e-05	3
22577	Sucrose	SUC0057	026141	B6NJ-Strn3+/- Cyfip2-S968F<J> H Lethal	M	2023-10-03T00:00:00Z	7/24/2023 0:00:00	Marina	10.14	26.7	82.1	78.7	74.6	77.5	2							Day 7-9	Sucrose Drinking	2	percent	""	""											229387.99	026141_10/3/2023	026141_10/3/2023	yes	""	Kumar Lab	""	Strn3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	7.5	1.2	0.862068965517241	0.000280898876404494	4
22518	Sucrose	SUC0057	026147	B6NJ-Strn3+/- Cyfip2-S968F<J> H Lethal	M	2023-09-27T00:00:00Z	7/24/2023 0:00:00	Marina	9.28	23.2	86.1	83.4	84.7	78.8	2							Day 1-3	Both water bottles	0	Percent	""	""											314339.18	026147_9/27/2023	026147_9/27/2023	yes	""	Kumar Lab	""	Strn3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	1.39999999999999	4.60000000000001	0.233333333333332	0	1
22538	Sucrose	SUC0057	026147	B6NJ-Strn3+/- Cyfip2-S968F<J> H Lethal	M	2023-09-29T00:00:00Z	7/24/2023 0:00:00	Marina	9.57	23.1	83.3	78.8	78.5	77.1	2							Day 3-5	Sucrose Drinking	0.25	percent	""	""											283075.76	026147_9/29/2023	026147_9/29/2023	yes	""	Kumar Lab	""	Strn3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	4.8	1.7	0.738461538461538	2.5974025974026e-05	2
22558	Sucrose	SUC0057	026147	B6NJ-Strn3+/- Cyfip2-S968F<J> H Lethal	M	2023-10-01T00:00:00Z	7/24/2023 0:00:00	Marina	9.85	22.9	83.4	77.1	79.8	74.3	2							Day 5-7	Sucrose Drinking	0.5	percent	""	""											290625.34	026147_10/1/2023	026147_10/1/2023	yes	""	Kumar Lab	""	Strn3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	3.60000000000001	2.8	0.562500000000001	3.93013100436682e-05	3
22578	Sucrose	SUC0057	026147	B6NJ-Strn3+/- Cyfip2-S968F<J> H Lethal	M	2023-10-03T00:00:00Z	7/24/2023 0:00:00	Marina	10.14	22.9	82.8	74.3	75.6	73.2	2							Day 7-9	Sucrose Drinking	2	percent	""	""											273348.48	026147_10/3/2023	026147_10/3/2023	yes	""	Kumar Lab	""	Strn3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	7.2	1.09999999999999	0.867469879518073	0.000314410480349345	4
22519	Sucrose	SUC0057	026148	B6NJ-Strn3+/- Cyfip2-S968F<J> H Lethal	M	2023-09-27T00:00:00Z	7/24/2023 0:00:00	Marina	9.28	23.1	81.8	84.7	80	82.1	2							Day 1-3	Both water bottles	0	Percent	""	""											283290.03	026148_9/27/2023	026148_9/27/2023	yes	""	Kumar Lab	""	Strn3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	1.8	2.60000000000001	0.409090909090908	0	1
22539	Sucrose	SUC0057	026148	B6NJ-Strn3+/- Cyfip2-S968F<J> H Lethal	M	2023-09-29T00:00:00Z	7/24/2023 0:00:00	Marina	9.57	23.1	82.6	82.1	77.4	81.1	2							Day 3-5	Sucrose Drinking	0.25	percent	""	""											276763.64	026148_9/29/2023	026148_9/29/2023	yes	""	Kumar Lab	""	Strn3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	5.19999999999999	1	0.838709677419354	2.81385281385281e-05	2
22559	Sucrose	SUC0057	026148	B6NJ-Strn3+/- Cyfip2-S968F<J> H Lethal	M	2023-10-01T00:00:00Z	7/24/2023 0:00:00	Marina	9.85	23.7	84.7	81.1	80.1	80.4	2							Day 5-7	Sucrose Drinking	0.5	percent	""	""											286264.53	026148_10/1/2023	026148_10/1/2023	yes	""	Kumar Lab	""	Strn3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	4.60000000000001	0.699999999999989	0.867924528301889	4.8523206751055e-05	3
22579	Sucrose	SUC0057	026148	B6NJ-Strn3+/- Cyfip2-S968F<J> H Lethal	M	2023-10-03T00:00:00Z	7/24/2023 0:00:00	Marina	10.14	23.7	83	80.4	76.9	79.3	2							Day 7-9	Sucrose Drinking	2	percent	""	""											269312.23	026148_10/3/2023	026148_10/3/2023	yes	""	Kumar Lab	""	Strn3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	6.09999999999999	1.10000000000001	0.847222222222221	0.000257383966244726	4
22520	Sucrose	SUC0057	026149	B6NJ-Strn3+/- Cyfip2-S968F<J> H Lethal	M	2023-09-27T00:00:00Z	7/24/2023 0:00:00	Marina	9.28	24.8	85.6	85.1	84.2	80.9	2							Day 1-3	Both water bottles	0	Percent	""	""											290625.79	026149_9/27/2023	026149_9/27/2023	yes	""	Kumar Lab	""	Strn3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	1.39999999999999	4.19999999999999	0.249999999999999	0	1
22540	Sucrose	SUC0057	026149	B6NJ-Strn3+/- Cyfip2-S968F<J> H Lethal	M	2023-09-29T00:00:00Z	7/24/2023 0:00:00	Marina	9.57	24.2	81.7	80.9	76	79.8	2							Day 3-5	Sucrose Drinking	0.25	percent	""	""											256578.49	026149_9/29/2023	026149_9/29/2023	yes	""	Kumar Lab	""	Strn3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	5.7	1.10000000000001	0.838235294117646	2.94421487603306e-05	2
22560	Sucrose	SUC0057	026149	B6NJ-Strn3+/- Cyfip2-S968F<J> H Lethal	M	2023-10-01T00:00:00Z	7/24/2023 0:00:00	Marina	9.85	24.8	84	79.8	79.4	78.6	2							Day 5-7	Sucrose Drinking	0.5	percent	""	""											268935.49	026149_10/1/2023	026149_10/1/2023	yes	""	Kumar Lab	""	Strn3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	4.59999999999999	1.2	0.793103448275861	4.63709677419354e-05	3
22580	Sucrose	SUC0057	026149	B6NJ-Strn3+/- Cyfip2-S968F<J> H Lethal	M	2023-10-03T00:00:00Z	7/24/2023 0:00:00	Marina	10.14	24.9	84.3	78.6	76.5	77.6	2							Day 7-9	Sucrose Drinking	2	percent	""	""											258993.98	026149_10/3/2023	026149_10/3/2023	yes	""	Kumar Lab	""	Strn3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	7.8	1	0.886363636363636	0.000313253012048193	4
22521	Sucrose	SUC0057	026150	B6NJ-Strn3+/- Cyfip2-S968F<J> H Lethal	M	2023-09-27T00:00:00Z	7/24/2023 0:00:00	Marina	9.28	22.7	81.5	82.4	78.2	80.5	2							Day 1-3	Both water bottles	0	Percent	""	""											280762.09	026150_9/27/2023	026150_9/27/2023	yes	""	Kumar Lab	""	Strn3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	3.3	1.90000000000001	0.634615384615384	0	1
22541	Sucrose	SUC0057	026150	B6NJ-Strn3+/- Cyfip2-S968F<J> H Lethal	M	2023-09-29T00:00:00Z	7/24/2023 0:00:00	Marina	9.57	22.2	82.5	80.5	77.9	79.4	2							Day 3-5	Sucrose Drinking	0.25	percent	""	""											289493.23	026150_9/29/2023	026150_9/29/2023	yes	""	Kumar Lab	""	Strn3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	4.59999999999999	1.09999999999999	0.80701754385965	2.59009009009009e-05	2
22561	Sucrose	SUC0057	026150	B6NJ-Strn3+/- Cyfip2-S968F<J> H Lethal	M	2023-10-01T00:00:00Z	7/24/2023 0:00:00	Marina	9.85	22.2	83.1	79.4	77.3	78.9	2							Day 5-7	Sucrose Drinking	0.5	percent	""	""											289352.7	026150_10/1/2023	026150_10/1/2023	yes	""	Kumar Lab	""	Strn3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	5.8	0.5	0.920634920634921	6.53153153153153e-05	3
22581	Sucrose	SUC0057	026150	B6NJ-Strn3+/- Cyfip2-S968F<J> H Lethal	M	2023-10-03T00:00:00Z	7/24/2023 0:00:00	Marina	10.14	22.6	84	78.9	77.6	77.8	2							Day 7-9	Sucrose Drinking	2	percent	""	""											288424.76	026150_10/3/2023	026150_10/3/2023	yes	""	Kumar Lab	""	Strn3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	6.40000000000001	1.10000000000001	0.853333333333332	0.000283185840707965	4
22512	Sucrose	SUC0056	026273	B6NJ-Ppfia3-/- Cyfip2-S968F<J> Hom Poor Breeders	F	2023-09-27T00:00:00Z	7/31/2023 0:00:00	Marina	8.28	19.3	84.5	83.5	82.6	79.9	2							Day 1-3	Both water bottles	0	Percent	""	""											361642.48	026273_9/27/2023	026273_9/27/2023	yes	""	Kumar Lab	""	Ppfia3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	1.90000000000001	3.59999999999999	0.345454545454547	0	1
22532	Sucrose	SUC0056	026273	B6NJ-Ppfia3-/- Cyfip2-S968F<J> Hom Poor Breeders	F	2023-09-29T00:00:00Z	7/31/2023 0:00:00	Marina	8.57	19.5	82.9	79.9	79.1	78.2	2							Day 3-5	Sucrose Drinking	0.25	percent	""	""											336276.41	026273_9/29/2023	026273_9/29/2023	yes	""	Kumar Lab	""	Ppfia3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	3.80000000000001	1.7	0.690909090909091	2.43589743589744e-05	2
22552	Sucrose	SUC0056	026273	B6NJ-Ppfia3-/- Cyfip2-S968F<J> Hom Poor Breeders	F	2023-10-01T00:00:00Z	7/31/2023 0:00:00	Marina	8.85	18.8	82.1	78.2	80.5	73.6	2							Day 5-7	Sucrose Drinking	0.5	percent	""	""											351545.21	026273_10/1/2023	026273_10/1/2023	yes	""	Kumar Lab	""	Ppfia3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	1.59999999999999	4.60000000000001	0.258064516129031	2.12765957446808e-05	3
22572	Sucrose	SUC0056	026273	B6NJ-Ppfia3-/- Cyfip2-S968F<J> Hom Poor Breeders	F	2023-10-03T00:00:00Z	7/31/2023 0:00:00	Marina	9.14	19.5	82.5	73.6	75	72.4	2							Day 7-9	Sucrose Drinking	2	percent	""	""											317307.69	026273_10/3/2023	026273_10/3/2023	yes	""	Kumar Lab	""	Ppfia3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	7.5	1.19999999999999	0.862068965517243	0.000384615384615385	4
22508	Sucrose	SUC0056	026278	B6NJ-Ppfia3-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2023-09-27T00:00:00Z	7/25/2023 0:00:00	Marina	9.14	25.7	81.7	82.1	79.7	76.9	2							Day 1-3	Both water bottles	0	Percent	""	""											253365.35	026278_9/27/2023	026278_9/27/2023	yes	""	Kumar Lab	""	Ppfia3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	2	5.19999999999999	0.277777777777778	0	1
22528	Sucrose	SUC0056	026278	B6NJ-Ppfia3-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2023-09-29T00:00:00Z	7/25/2023 0:00:00	Marina	9.42	25.6	84.6	76.9	78.6	75.1	2							Day 3-5	Sucrose Drinking	0.25	percent	""	""											259748.41	026278_9/29/2023	026278_9/29/2023	yes	""	Kumar Lab	""	Ppfia3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	6	1.80000000000001	0.769230769230768	2.9296875e-05	2
22548	Sucrose	SUC0056	026278	B6NJ-Ppfia3-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2023-10-01T00:00:00Z	7/25/2023 0:00:00	Marina	9.71	26	83.2	75.1	82.1	68.4	2							Day 5-7	Sucrose Drinking	0.5	percent	""	""											262719.98	026278_10/1/2023	026278_10/1/2023	yes	""	Kumar Lab	""	Ppfia3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	1.10000000000001	6.69999999999999	0.141025641025642	1.05769230769232e-05	3
22568	Sucrose	SUC0056	026278	B6NJ-Ppfia3-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2023-10-03T00:00:00Z	7/25/2023 0:00:00	Marina	10	26.2	81.9	68.4	73.8	66.3	2							Day 7-9	Sucrose Drinking	2	percent	""	""											230695.42	026278_10/3/2023	026278_10/3/2023	yes	""	Kumar Lab	""	Ppfia3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	8.10000000000001	2.10000000000001	0.794117647058823	0.000309160305343512	4
22509	Sucrose	SUC0056	026279	B6NJ-Ppfia3-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2023-09-27T00:00:00Z	7/25/2023 0:00:00	Marina	9.14	25.2	83	83.1	77.5	80.6	2							Day 1-3	Both water bottles	0	Percent	""	""											255257.92	026279_9/27/2023	026279_9/27/2023	yes	""	Kumar Lab	""	Ppfia3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	5.5	2.5	0.6875	0	1
22529	Sucrose	SUC0056	026279	B6NJ-Ppfia3-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2023-09-29T00:00:00Z	7/25/2023 0:00:00	Marina	9.42	24.8	83.7	80.6	83.1	71.3	2							Day 3-5	Sucrose Drinking	0.25	percent	""	""											280462.49	026279_9/29/2023	026279_9/29/2023	yes	""	Kumar Lab	""	Ppfia3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	0.600000000000009	9.3	0.0606060606060614	3.02419354838714e-06	2
22549	Sucrose	SUC0056	026279	B6NJ-Ppfia3-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2023-10-01T00:00:00Z	7/25/2023 0:00:00	Marina	9.71	24.9	84.2	71.3	74.6	69.4	2							Day 5-7	Sucrose Drinking	0.5	percent	""	""											252261.84	026279_10/1/2023	026279_10/1/2023	yes	""	Kumar Lab	""	Ppfia3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	9.60000000000001	1.89999999999999	0.834782608695653	9.63855421686748e-05	3
22569	Sucrose	SUC0056	026279	B6NJ-Ppfia3-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2023-10-03T00:00:00Z	7/25/2023 0:00:00	Marina	10	25.4	84.6	69.4	79.2	63.2	2							Day 7-9	Sucrose Drinking	2	percent	""	""											263792.12	026279_10/3/2023	026279_10/3/2023	yes	""	Kumar Lab	""	Ppfia3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	5.39999999999999	6.2	0.46551724137931	0.00021259842519685	4
22510	Sucrose	SUC0056	026280	B6NJ-Ppfia3-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2023-09-27T00:00:00Z	7/25/2023 0:00:00	Marina	9.14	25.1	83.7	85.1	82	79.9	2							Day 1-3	Both water bottles	0	Percent	""	""											273442.22	026280_9/27/2023	026280_9/27/2023	yes	""	Kumar Lab	""	Ppfia3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	1.7	5.19999999999999	0.246376811594204	0	1
22530	Sucrose	SUC0056	026280	B6NJ-Ppfia3-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2023-09-29T00:00:00Z	7/25/2023 0:00:00	Marina	9.42	24.6	84.7	79.9	77.4	78.8	2							Day 3-5	Sucrose Drinking	0.25	percent	""	""											266495.1	026280_9/29/2023	026280_9/29/2023	yes	""	Kumar Lab	""	Ppfia3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	7.3	1.10000000000001	0.869047619047618	3.70934959349593e-05	2
22550	Sucrose	SUC0056	026280	B6NJ-Ppfia3-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2023-10-01T00:00:00Z	7/25/2023 0:00:00	Marina	9.71	25.4	81.4	78.8	79.9	72.5	2							Day 5-7	Sucrose Drinking	0.5	percent	""	""											256057.49	026280_10/1/2023	026280_10/1/2023	yes	""	Kumar Lab	""	Ppfia3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	1.5	6.3	0.192307692307692	1.47637795275591e-05	3
22570	Sucrose	SUC0056	026280	B6NJ-Ppfia3-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2023-10-03T00:00:00Z	7/25/2023 0:00:00	Marina	10	25.3	83.1	72.5	72.9	71.5	2							Day 7-9	Sucrose Drinking	2	percent	""	""											239446.26	026280_10/3/2023	026280_10/3/2023	yes	""	Kumar Lab	""	Ppfia3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	10.2	1	0.910714285714286	0.000403162055335968	4
22511	Sucrose	SUC0056	026281	B6NJ-Ppfia3-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2023-09-27T00:00:00Z	7/25/2023 0:00:00	Marina	9.14	24.4	82.2	79.6	75.5	78.1	2							Day 1-3	Both water bottles	0	Percent	""	""											254348.34	026281_9/27/2023	026281_9/27/2023	yes	""	Kumar Lab	""	Ppfia3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	6.7	1.5	0.817073170731707	0	1
22531	Sucrose	SUC0056	026281	B6NJ-Ppfia3-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2023-09-29T00:00:00Z	7/25/2023 0:00:00	Marina	9.42	24.9	84.1	78.1	82.2	71.8	2							Day 3-5	Sucrose Drinking	0.25	percent	""	""											277631.31	026281_9/29/2023	026281_9/29/2023	yes	""	Kumar Lab	""	Ppfia3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	1.89999999999999	6.3	0.23170731707317	9.53815261044173e-06	2
22551	Sucrose	SUC0056	026281	B6NJ-Ppfia3-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2023-10-01T00:00:00Z	7/25/2023 0:00:00	Marina	9.71	25.4	82.7	71.8	75	70.9	2							Day 5-7	Sucrose Drinking	0.5	percent	""	""											244192.91	026281_10/1/2023	026281_10/1/2023	yes	""	Kumar Lab	""	Ppfia3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	7.7	0.899999999999992	0.895348837209303	7.57874015748032e-05	3
22571	Sucrose	SUC0056	026281	B6NJ-Ppfia3-/- Cyfip2-S968F<J> Hom Poor Breeders	M	2023-10-03T00:00:00Z	7/25/2023 0:00:00	Marina	10	25.4	81.9	70.9	75.4	67.9	2							Day 7-9	Sucrose Drinking	2	percent	""	""											243120.48	026281_10/3/2023	026281_10/3/2023	yes	""	Kumar Lab	""	Ppfia3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	6.5	3	0.68421052631579	0.000255905511811024	4
22502	Sucrose	SUC0055	026311	B6NJ-Bcl11b+/- Cyfip2-S968F<J> H Lethal	F	2023-09-27T00:00:00Z	7/17/2023 0:00:00	Marina	10.28	18.6	87.3	84.6	85.3	80.3	2							Day 1-3	Both water bottles	0	Percent	""	""											400359.69	026311_9/27/2023	026311_9/27/2023	yes	""	Kumar Lab	KOMP	Bcl11b	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	2	4.3	0.317460317460318	0	1
22522	Sucrose	SUC0055	026311	B6NJ-Bcl11b+/- Cyfip2-S968F<J> H Lethal	F	2023-09-29T00:00:00Z	7/17/2023 0:00:00	Marina	10.57	19.2	80.4	80.3	75.7	79	2							Day 3-5	Sucrose Drinking	0.25	percent	""	""											316993.72	026311_9/29/2023	026311_9/29/2023	yes	""	Kumar Lab	KOMP	Bcl11b	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	4.7	1.3	0.783333333333334	3.05989583333334e-05	2
22542	Sucrose	SUC0055	026311	B6NJ-Bcl11b+/- Cyfip2-S968F<J> H Lethal	F	2023-10-01T00:00:00Z	7/17/2023 0:00:00	Marina	10.85	19.3	83.7	79	80.5	76	2							Day 5-7	Sucrose Drinking	0.5	percent	""	""											349111.39	026311_10/1/2023	026311_10/1/2023	yes	""	Kumar Lab	KOMP	Bcl11b	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	3.2	3	0.516129032258065	4.14507772020726e-05	3
22562	Sucrose	SUC0055	026311	B6NJ-Bcl11b+/- Cyfip2-S968F<J> H Lethal	F	2023-10-03T00:00:00Z	7/17/2023 0:00:00	Marina	11.14	19.9	81.5	76	73.7	75.1	2							Day 7-9	Sucrose Drinking	2	percent	""	""											301836.67	026311_10/3/2023	026311_10/3/2023	yes	""	Kumar Lab	KOMP	Bcl11b	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	7.8	0.900000000000006	0.89655172413793	0.000391959798994975	4
22503	Sucrose	SUC0058	026332	B6NJ-KCNH3-/- Cyfip2-S968F<J> Hom Breed Well	M	2023-09-27T00:00:00Z	7/29/2023 0:00:00	Marina	8.57	25.1	82.3	80.8	80	73.9	2							Day 1-3	Both water bottles	0	Percent	""	""											262310.75	026332_9/27/2023	026332_9/27/2023	yes	""	Kumar Lab	""	KCNH3	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	2.3	6.89999999999999	0.25	0	1
